"","symbol_hs","symbol_mm","symbol_hs_mm"
"6537","GAPVD1","Gapvd1","GAPVD1_Gapvd1"
"6538","MAPKAP1","Mapkap1","MAPKAP1_Mapkap1"
"6539","PBX3","Pbx3","PBX3_Pbx3"
"6540","MVB12B","Mvb12b","MVB12B_Mvb12b"
"6541","ZBTB43","Zbtb43","ZBTB43_Zbtb43"
"6542","ZBTB34","Zbtb34","ZBTB34_Zbtb34"
"6543","RALGPS1","Ralgps1","RALGPS1_Ralgps1"
"6544","ANGPTL2","Angptl2","ANGPTL2_Angptl2"
"6545","GARNL3","Garnl3","GARNL3_Garnl3"
"6546","SLC2A8","Slc2a8","SLC2A8_Slc2a8"
"6547","LRSAM1","Lrsam1","LRSAM1_Lrsam1"
"6548","NIBAN2","Niban2","NIBAN2_Niban2"
"6549","STXBP1","Stxbp1","STXBP1_Stxbp1"
"6550","PTRH1","Ptrh1","PTRH1_Ptrh1"
"6551","CFAP157","Cfap157","CFAP157_Cfap157"
"6552","TTC16","Ttc16","TTC16_Ttc16"
"6553","TOR2A","Tor2a","TOR2A_Tor2a"
"6554","SH2D3C","Sh2d3c","SH2D3C_Sh2d3c"
"6555","CDK9","Cdk9","CDK9_Cdk9"
"6556","FPGS","Fpgs","FPGS_Fpgs"
"6557","ENG","Eng","ENG_Eng"
"6558","AK1","Ak1","AK1_Ak1"
"6559","ST6GALNAC6","St6galnac6","ST6GALNAC6_St6galnac6"
"6560","ST6GALNAC4","St6galnac4","ST6GALNAC4_St6galnac4"
"6561","PIP5KL1","Pip5kl1","PIP5KL1_Pip5kl1"
"6562","DPM2","Dpm2","DPM2_Dpm2"
"6563","FAM102A","Fam102a","FAM102A_Fam102a"
"6564","NAIF1","Naif1","NAIF1_Naif1"
"6565","SLC25A25","Slc25a25","SLC25A25_Slc25a25"
"6566","PTGES2","Ptges2","PTGES2_Ptges2"
"6567","LCN2","Lcn2","LCN2_Lcn2"
"6568","CIZ1","Ciz1","CIZ1_Ciz1"
"6569","DNM1","Dnm1","DNM1_Dnm1"
"6570","SWI5","Swi5","SWI5_Swi5"
"6571","TRUB2","Trub2","TRUB2_Trub2"
"6572","COQ4","Coq4","COQ4_Coq4"
"6573","SLC27A4","Slc27a4","SLC27A4_Slc27a4"
"6574","URM1","Urm1","URM1_Urm1"
"6575","CERCAM","Cercam","CERCAM_Cercam"
"6576","ODF2","Odf2","ODF2_Odf2"
"6577","GLE1","Gle1","GLE1_Gle1"
"6578","SPTAN1","Sptan1","SPTAN1_Sptan1"
"6579","PKN3","Pkn3","PKN3_Pkn3"
"6580","ZDHHC12","Zdhhc12","ZDHHC12_Zdhhc12"
"6581","ZER1","Zer1","ZER1_Zer1"
"6582","TBC1D13","Tbc1d13","TBC1D13_Tbc1d13"
"6583","ENDOG","Endog","ENDOG_Endog"
"6584","SPOUT1","Spout1","SPOUT1_Spout1"
"6585","KYAT1","Kyat1","KYAT1_Kyat1"
"6586","LRRC8A","Lrrc8a","LRRC8A_Lrrc8a"
"6587","PHYHD1","Phyhd1","PHYHD1_Phyhd1"
"6588","DOLK","Dolk","DOLK_Dolk"
"6589","NUP188","Nup188","NUP188_Nup188"
"6590","SH3GLB2","Sh3glb2","SH3GLB2_Sh3glb2"
"6591","MIGA2","Miga2","MIGA2_Miga2"
"6592","DOLPP1","Dolpp1","DOLPP1_Dolpp1"
"6593","CRAT","Crat","CRAT_Crat"
"6594","PTPA","Ptpa","PTPA_Ptpa"
"6595","IER5L","Ier5l","IER5L_Ier5l"
"6596","NTMT1","Ntmt1","NTMT1_Ntmt1"
"6597","C9orf50","1700001O22Rik","C9orf50_1700001O22Rik"
"6598","ASB6","Asb6","ASB6_Asb6"
"6599","PRRX2","Prrx2","PRRX2_Prrx2"
"6600","PTGES","Ptges","PTGES_Ptges"
"6601","TOR1B","Tor1b","TOR1B_Tor1b"
"6602","TOR1A","Tor1a","TOR1A_Tor1a"
"6603","C9orf78","BC005624","C9orf78_BC005624"
"6604","USP20","Usp20","USP20_Usp20"
"6605","FNBP1","Fnbp1","FNBP1_Fnbp1"
"6606","GPR107","Gpr107","GPR107_Gpr107"
"6607","NCS1","Ncs1","NCS1_Ncs1"
"6608","HMCN2","Hmcn2","HMCN2_Hmcn2"
"6609","ASS1","Ass1","ASS1_Ass1"
"6610","FUBP3","Fubp3","FUBP3_Fubp3"
"6611","EXOSC2","Exosc2","EXOSC2_Exosc2"
"6612","ABL1","Abl1","ABL1_Abl1"
"6613","FIBCD1","Fibcd1","FIBCD1_Fibcd1"
"6614","LAMC3","Lamc3","LAMC3_Lamc3"
"6615","AIF1L","Aif1l","AIF1L_Aif1l"
"6616","NUP214","Nup214","NUP214_Nup214"
"6617","FAM78A","Fam78a","FAM78A_Fam78a"
"6618","PLPP7","Plpp7","PLPP7_Plpp7"
"6619","PRRC2B","Prrc2b","PRRC2B_Prrc2b"
"6620","POMT1","Pomt1","POMT1_Pomt1"
"6621","UCK1","Uck1","UCK1_Uck1"
"6622","RAPGEF1","Rapgef1","RAPGEF1_Rapgef1"
"6623","MED27","Med27","MED27_Med27"
"6624","NTNG2","Ntng2","NTNG2_Ntng2"
"6625","SETX","Setx","SETX_Setx"
"6626","TTF1","Ttf1","TTF1_Ttf1"
"6627","CFAP77","Cfap77","CFAP77_Cfap77"
"6628","DDX31","Ddx31","DDX31_Ddx31"
"6629","GTF3C4","Gtf3c4","GTF3C4_Gtf3c4"
"6630","AK8","Ak8","AK8_Ak8"
"6631","SPACA9","Spaca9","SPACA9_Spaca9"
"6632","TSC1","Tsc1","TSC1_Tsc1"
"6633","GFI1B","Gfi1b","GFI1B_Gfi1b"
"6634","GTF3C5","Gtf3c5","GTF3C5_Gtf3c5"
"6635","CEL","Cel","CEL_Cel"
"6636","RALGDS","Ralgds","RALGDS_Ralgds"
"6637","GBGT1","Gbgt1","GBGT1_Gbgt1"
"6638","ABO","Abo","ABO_Abo"
"6639","SURF6","Surf6","SURF6_Surf6"
"6640","MED22","Med22","MED22_Med22"
"6641","SURF1","Surf1","SURF1_Surf1"
"6642","SURF2","Surf2","SURF2_Surf2"
"6643","SURF4","Surf4","SURF4_Surf4"
"6644","STKLD1","Stkld1","STKLD1_Stkld1"
"6645","REXO4","Rexo4","REXO4_Rexo4"
"6646","ADAMTS13","Adamts13","ADAMTS13_Adamts13"
"6647","CACFD1","Cacfd1","CACFD1_Cacfd1"
"6648","SLC2A6","Slc2a6","SLC2A6_Slc2a6"
"6649","ADAMTSL2","Adamtsl2","ADAMTSL2_Adamtsl2"
"6650","DBH","Dbh","DBH_Dbh"
"6651","SARDH","Sardh","SARDH_Sardh"
"6652","VAV2","Vav2","VAV2_Vav2"
"6653","BRD3","Brd3","BRD3_Brd3"
"6654","WDR5","Wdr5","WDR5_Wdr5"
"6655","RXRA","Rxra","RXRA_Rxra"
"6656","COL5A1","Col5a1","COL5A1_Col5a1"
"6657","FCN1","Fcnb","FCN1_Fcnb"
"6658","OLFM1","Olfm1","OLFM1_Olfm1"
"6659","PPP1R26","Ppp1r26","PPP1R26_Ppp1r26"
"6660","C9orf116","Pierce1","C9orf116_Pierce1"
"6661","MRPS2","Mrps2","MRPS2_Mrps2"
"6662","KCNT1","Kcnt1","KCNT1_Kcnt1"
"6663","CAMSAP1","Camsap1","CAMSAP1_Camsap1"
"6664","UBAC1","Ubac1","UBAC1_Ubac1"
"6665","NACC2","Nacc2","NACC2_Nacc2"
"6666","TMEM250","Tmem250-ps","TMEM250_Tmem250-ps"
"6667","QSOX2","Qsox2","QSOX2_Qsox2"
"6668","CCDC187","Ccdc187","CCDC187_Ccdc187"
"6669","GPSM1","Gpsm1","GPSM1_Gpsm1"
"6670","DNLZ","Dnlz","DNLZ_Dnlz"
"6671","CARD9","Card9","CARD9_Card9"
"6672","SNAPC4","Snapc4","SNAPC4_Snapc4"
"6673","ENTR1","Entr1","ENTR1_Entr1"
"6674","PMPCA","Pmpca","PMPCA_Pmpca"
"6675","INPP5E","Inpp5e","INPP5E_Inpp5e"
"6676","SEC16A","Sec16a","SEC16A_Sec16a"
"6677","NOTCH1","Notch1","NOTCH1_Notch1"
"6678","EGFL7","Egfl7","EGFL7_Egfl7"
"6679","AGPAT2","Agpat2","AGPAT2_Agpat2"
"6680","DIPK1B","Dipk1b","DIPK1B_Dipk1b"
"6681","LCN10","Lcn10","LCN10_Lcn10"
"6682","LCN6","Lcn6","LCN6_Lcn6"
"6683","TMEM141","Tmem141","TMEM141_Tmem141"
"6684","RABL6","Rabl6","RABL6_Rabl6"
"6685","AJM1","Ajm1","AJM1_Ajm1"
"6686","PHPT1","Phpt1","PHPT1_Phpt1"
"6687","MAMDC4","Mamdc4","MAMDC4_Mamdc4"
"6688","EDF1","Edf1","EDF1_Edf1"
"6689","TRAF2","Traf2","TRAF2_Traf2"
"6690","FBXW5","Fbxw5","FBXW5_Fbxw5"
"6691","C8G","C8g","C8G_C8g"
"6692","LCN12","Lcn12","LCN12_Lcn12"
"6693","PTGDS","Ptgds","PTGDS_Ptgds"
"6694","PAXX","Paxx","PAXX_Paxx"
"6695","CLIC3","Clic3","CLIC3_Clic3"
"6696","ABCA2","Abca2","ABCA2_Abca2"
"6697","FUT7","Fut7","FUT7_Fut7"
"6698","NPDC1","Npdc1","NPDC1_Npdc1"
"6699","ENTPD2","Entpd2","ENTPD2_Entpd2"
"6700","SAPCD2","Sapcd2","SAPCD2_Sapcd2"
"6701","UAP1L1","Uap1l1","UAP1L1_Uap1l1"
"6702","MAN1B1","Man1b1","MAN1B1_Man1b1"
"6703","DPP7","Dpp7","DPP7_Dpp7"
"6704","GRIN1","Grin1","GRIN1_Grin1"
"6705","LRRC26","Lrrc26","LRRC26_Lrrc26"
"6706","ANAPC2","Anapc2","ANAPC2_Anapc2"
"6707","SSNA1","Ssna1","SSNA1_Ssna1"
"6708","TPRN","Tprn","TPRN_Tprn"
"6709","TMEM203","Tmem203","TMEM203_Tmem203"
"6710","NDOR1","Ndor1","NDOR1_Ndor1"
"6711","RNF208","Rnf208","RNF208_Rnf208"
"6712","CYSRT1","Cysrt1","CYSRT1_Cysrt1"
"6713","TUBB4B","Tubb4b","TUBB4B_Tubb4b"
"6714","NELFB","Nelfb","NELFB_Nelfb"
"6715","TOR4A","Tor4a","TOR4A_Tor4a"
"6716","NRARP","Nrarp","NRARP_Nrarp"
"6717","NOXA1","Noxa1","NOXA1_Noxa1"
"6718","ENTPD8","Entpd8","ENTPD8_Entpd8"
"6719","NSMF","Nsmf","NSMF_Nsmf"
"6720","PNPLA7","Pnpla7","PNPLA7_Pnpla7"
"6721","MRPL41","Mrpl41","MRPL41_Mrpl41"
"6722","DPH7","Dph7","DPH7_Dph7"
"6723","ZMYND19","Zmynd19","ZMYND19_Zmynd19"
"6724","ARRDC1","Arrdc1","ARRDC1_Arrdc1"
"6725","EHMT1","Ehmt1","EHMT1_Ehmt1"
"6726","ZMYND11","Zmynd11","ZMYND11_Zmynd11"
"6727","DIP2C","Dip2c","DIP2C_Dip2c"
"6728","LARP4B","Larp4b","LARP4B_Larp4b"
"6729","GTPBP4","Gtpbp4","GTPBP4_Gtpbp4"
"6730","IDI1","Idi1","IDI1_Idi1"
"6731","WDR37","Wdr37","WDR37_Wdr37"
"6732","ADARB2","Adarb2","ADARB2_Adarb2"
"6733","PFKP","Pfkp","PFKP_Pfkp"
"6734","PITRM1","Pitrm1","PITRM1_Pitrm1"
"6735","KLF6","Klf6","KLF6_Klf6"
"6736","AKR1E2","Akr1e1","AKR1E2_Akr1e1"
"6737","UCN3","Ucn3","UCN3_Ucn3"
"6738","NET1","Net1","NET1_Net1"
"6739","CALML3","Calml3","CALML3_Calml3"
"6740","ASB13","Asb13","ASB13_Asb13"
"6741","TASOR2","Tasor2","TASOR2_Tasor2"
"6742","GDI2","Gdi2","GDI2_Gdi2"
"6743","ANKRD16","Ankrd16","ANKRD16_Ankrd16"
"6744","FBH1","Fbh1","FBH1_Fbh1"
"6745","IL15RA","Il15ra","IL15RA_Il15ra"
"6746","IL2RA","Il2ra","IL2RA_Il2ra"
"6747","RBM17","Rbm17","RBM17_Rbm17"
"6748","PFKFB3","Pfkfb3","PFKFB3_Pfkfb3"
"6749","PRKCQ","Prkcq","PRKCQ_Prkcq"
"6750","SFMBT2","Sfmbt2","SFMBT2_Sfmbt2"
"6751","ITIH5","Itih5","ITIH5_Itih5"
"6752","KIN","Kin","KIN_Kin"
"6753","ATP5F1C","Atp5c1","ATP5F1C_Atp5c1"
"6754","TAF3","Taf3","TAF3_Taf3"
"6755","GATA3","Gata3","GATA3_Gata3"
"6756","CELF2","Celf2","CELF2_Celf2"
"6757","USP6NL","Usp6nl","USP6NL_Usp6nl"
"6758","ECHDC3","Echdc3","ECHDC3_Echdc3"
"6759","PROSER2","Proser2","PROSER2_Proser2"
"6760","UPF2","Upf2","UPF2_Upf2"
"6761","DHTKD1","Dhtkd1","DHTKD1_Dhtkd1"
"6762","SEC61A2","Sec61a2","SEC61A2_Sec61a2"
"6763","NUDT5","Nudt5","NUDT5_Nudt5"
"6764","CDC123","Cdc123","CDC123_Cdc123"
"6765","CAMK1D","Camk1d","CAMK1D_Camk1d"
"6766","CCDC3","Ccdc3","CCDC3_Ccdc3"
"6767","OPTN","Optn","OPTN_Optn"
"6768","MCM10","Mcm10","MCM10_Mcm10"
"6769","PHYH","Phyh","PHYH_Phyh"
"6770","SEPHS1","Sephs1","SEPHS1_Sephs1"
"6771","BEND7","Bend7","BEND7_Bend7"
"6772","PRPF18","Prpf18","PRPF18_Prpf18"
"6773","FRMD4A","Frmd4a","FRMD4A_Frmd4a"
"6774","FAM107B","Fam107b","FAM107B_Fam107b"
"6775","CDNF","Cdnf","CDNF_Cdnf"
"6776","HSPA14","Hspa14","HSPA14_Hspa14"
"6777","SUV39H2","Suv39h2","SUV39H2_Suv39h2"
"6778","DCLRE1C","Dclre1c","DCLRE1C_Dclre1c"
"6779","MEIG1","Meig1","MEIG1_Meig1"
"6780","OLAH","Olah","OLAH_Olah"
"6781","ACBD7","Acbd7","ACBD7_Acbd7"
"6782","RPP38","Rpp38","RPP38_Rpp38"
"6783","NMT2","Nmt2","NMT2_Nmt2"
"6784","FAM171A1","Fam171a1","FAM171A1_Fam171a1"
"6785","ITGA8","Itga8","ITGA8_Itga8"
"6786","MINDY3","Mindy3","MINDY3_Mindy3"
"6787","PTER","Pter","PTER_Pter"
"6788","RSU1","Rsu1","RSU1_Rsu1"
"6789","CUBN","Cubn","CUBN_Cubn"
"6790","TRDMT1","Trdmt1","TRDMT1_Trdmt1"
"6791","VIM","Vim","VIM_Vim"
"6792","ST8SIA6","St8sia6","ST8SIA6_St8sia6"
"6793","HACD1","Hacd1","HACD1_Hacd1"
"6794","STAM","Stam","STAM_Stam"
"6795","TMEM236","Tmem236","TMEM236_Tmem236"
"6796","MRC1","Mrc1","MRC1_Mrc1"
"6797","CACNB2","Cacnb2","CACNB2_Cacnb2"
"6798","NSUN6","Nsun6","NSUN6_Nsun6"
"6799","ARL5B","Arl5b","ARL5B_Arl5b"
"6800","MALRD1","Malrd1","MALRD1_Malrd1"
"6801","PLXDC2","Plxdc2","PLXDC2_Plxdc2"
"6802","NEBL","Nebl","NEBL_Nebl"
"6803","SKIDA1","Skida1","SKIDA1_Skida1"
"6804","MLLT10","Mllt10","MLLT10_Mllt10"
"6805","DNAJC1","Dnajc1","DNAJC1_Dnajc1"
"6806","COMMD3","Commd3","COMMD3_Commd3"
"6807","BMI1","Bmi1","BMI1_Bmi1"
"6808","PIP4K2A","Pip4k2a","PIP4K2A_Pip4k2a"
"6809","ARMC3","Armc3","ARMC3_Armc3"
"6810","MSRB2","Msrb2","MSRB2_Msrb2"
"6811","C10orf67","4921504E06Rik","C10orf67_4921504E06Rik"
"6812","OTUD1","Otud1","OTUD1_Otud1"
"6813","KIAA1217","Etl4","KIAA1217_Etl4"
"6814","ARHGAP21","Arhgap21","ARHGAP21_Arhgap21"
"6815","ENKUR","Enkur","ENKUR_Enkur"
"6816","THNSL1","Thnsl1","THNSL1_Thnsl1"
"6817","MYO3A","Myo3a","MYO3A_Myo3a"
"6818","APBB1IP","Apbb1ip","APBB1IP_Apbb1ip"
"6819","PDSS1","Pdss1","PDSS1_Pdss1"
"6820","ABI1","Abi1","ABI1_Abi1"
"6821","YME1L1","Yme1l1","YME1L1_Yme1l1"
"6822","MASTL","Mastl","MASTL_Mastl"
"6823","ACBD5","Acbd5","ACBD5_Acbd5"
"6824","RAB18","Rab18","RAB18_Rab18"
"6825","MKX","Mkx","MKX_Mkx"
"6826","MPP7","Mpp7","MPP7_Mpp7"
"6827","WAC","Wac","WAC_Wac"
"6828","BAMBI","Bambi","BAMBI_Bambi"
"6829","SVIL","Svil","SVIL_Svil"
"6830","JCAD","Jcad","JCAD_Jcad"
"6831","MTPAP","Mtpap","MTPAP_Mtpap"
"6832","MAP3K8","Map3k8","MAP3K8_Map3k8"
"6833","ZNF438","Zfp438","ZNF438_Zfp438"
"6834","ZEB1","Zeb1","ZEB1_Zeb1"
"6835","ARHGAP12","Arhgap12","ARHGAP12_Arhgap12"
"6836","KIF5B","Kif5b","KIF5B_Kif5b"
"6837","EPC1","Epc1","EPC1_Epc1"
"6838","ITGB1","Itgb1","ITGB1_Itgb1"
"6839","NRP1","Nrp1","NRP1_Nrp1"
"6840","PARD3","Pard3","PARD3_Pard3"
"6841","CUL2","Cul2","CUL2_Cul2"
"6842","CREM","Crem","CREM_Crem"
"6843","CCNY","Ccny","CCNY_Ccny"
"6844","FZD8","Fzd8","FZD8_Fzd8"
"6845","ZNF248","Zfp248","ZNF248_Zfp248"
"6846","ZNF25","Zfp9","ZNF25_Zfp9"
"6847","BMS1","Bms1","BMS1_Bms1"
"6848","RET","Ret","RET_Ret"
"6849","CSGALNACT2","Csgalnact2","CSGALNACT2_Csgalnact2"
"6850","RASGEF1A","Rasgef1a","RASGEF1A_Rasgef1a"
"6851","FXYD4","Fxyd4","FXYD4_Fxyd4"
"6852","HNRNPF","Hnrnpf","HNRNPF_Hnrnpf"
"6853","ZNF239","Zfp239","ZNF239_Zfp239"
"6854","ZNF32","Zfp637","ZNF32_Zfp637"
"6855","CXCL12","Cxcl12","CXCL12_Cxcl12"
"6856","RASSF4","Rassf4","RASSF4_Rassf4"
"6857","DEPP1","Depp1","DEPP1_Depp1"
"6858","ZNF22","Zfp422","ZNF22_Zfp422"
"6859","ALOX5","Alox5","ALOX5_Alox5"
"6860","MARCH8","Marchf8","MARCH8_Marchf8"
"6861","ZFAND4","Zfand4","ZFAND4_Zfand4"
"6862","NCOA4","Ncoa4","NCOA4_Ncoa4"
"6863","MSMB","Msmb","MSMB_Msmb"
"6864","GPRIN2","Gprin2","GPRIN2_Gprin2"
"6865","PTPN20","Ptpn20","PTPN20_Ptpn20"
"6866","GDF10","Gdf10","GDF10_Gdf10"
"6867","FRMPD2","Frmpd2","FRMPD2_Frmpd2"
"6868","MAPK8","Mapk8","MAPK8_Mapk8"
"6869","ARHGAP22","Arhgap22","ARHGAP22_Arhgap22"
"6870","WDFY4","Wdfy4","WDFY4_Wdfy4"
"6871","LRRC18","Lrrc18","LRRC18_Lrrc18"
"6872","VSTM4","Vstm4","VSTM4_Vstm4"
"6873","TMEM273","Tmem273","TMEM273_Tmem273"
"6874","ERCC6","Ercc6","ERCC6_Ercc6"
"6875","OGDHL","Ogdhl","OGDHL_Ogdhl"
"6876","PARG","Parg","PARG_Parg"
"6877","ASAH2","Asah2","ASAH2_Asah2"
"6878","SGMS1","Sgms1","SGMS1_Sgms1"
"6879","PRKG1","Prkg1","PRKG1_Prkg1"
"6880","CSTF2T","Cstf2t","CSTF2T_Cstf2t"
"6881","DKK1","Dkk1","DKK1_Dkk1"
"6882","PCDH15","Pcdh15","PCDH15_Pcdh15"
"6883","ZWINT","Zwint","ZWINT_Zwint"
"6884","IPMK","Ipmk","IPMK_Ipmk"
"6885","CISD1","Cisd1","CISD1_Cisd1"
"6886","UBE2D1","Ube2d1","UBE2D1_Ube2d1"
"6887","TFAM","Tfam","TFAM_Tfam"
"6888","BICC1","Bicc1","BICC1_Bicc1"
"6889","FAM13C","Fam13c","FAM13C_Fam13c"
"6890","SLC16A9","Slc16a9","SLC16A9_Slc16a9"
"6891","MRLN","Mrln","MRLN_Mrln"
"6892","CCDC6","Ccdc6","CCDC6_Ccdc6"
"6893","ANK3","Ank3","ANK3_Ank3"
"6894","CDK1","Cdk1","CDK1_Cdk1"
"6895","RHOBTB1","Rhobtb1","RHOBTB1_Rhobtb1"
"6896","TMEM26","Tmem26","TMEM26_Tmem26"
"6897","CABCOCO1","Cabcoco1","CABCOCO1_Cabcoco1"
"6898","ARID5B","Arid5b","ARID5B_Arid5b"
"6899","RTKN2","Rtkn2","RTKN2_Rtkn2"
"6900","ZNF365","Zfp365","ZNF365_Zfp365"
"6901","ADO","Ado","ADO_Ado"
"6902","EGR2","Egr2","EGR2_Egr2"
"6903","NRBF2","Nrbf2","NRBF2_Nrbf2"
"6904","JMJD1C","Jmjd1c","JMJD1C_Jmjd1c"
"6905","REEP3","Reep3","REEP3_Reep3"
"6906","DNAJC12","Dnajc12","DNAJC12_Dnajc12"
"6907","SIRT1","Sirt1","SIRT1_Sirt1"
"6908","HERC4","Herc4","HERC4_Herc4"
"6909","HNRNPH3","Hnrnph3","HNRNPH3_Hnrnph3"
"6910","RUFY2","Rufy2","RUFY2_Rufy2"
"6911","DNA2","Dna2","DNA2_Dna2"
"6912","SLC25A16","Slc25a16","SLC25A16_Slc25a16"
"6913","TET1","Tet1","TET1_Tet1"
"6914","CCAR1","Ccar1","CCAR1_Ccar1"
"6915","STOX1","Stox1","STOX1_Stox1"
"6916","DDX50","Ddx50","DDX50_Ddx50"
"6917","DDX21","Ddx21","DDX21_Ddx21"
"6918","SRGN","Srgn","SRGN_Srgn"
"6919","VPS26A","Vps26a","VPS26A_Vps26a"
"6920","SUPV3L1","Supv3l1","SUPV3L1_Supv3l1"
"6921","HKDC1","Hkdc1","HKDC1_Hkdc1"
"6922","HK1","Hk1","HK1_Hk1"
"6923","TACR2","Tacr2","TACR2_Tacr2"
"6924","TSPAN15","Tspan15","TSPAN15_Tspan15"
"6925","COL13A1","Col13a1","COL13A1_Col13a1"
"6926","H2AFY2","Macroh2a2","H2AFY2_Macroh2a2"
"6927","AIFM2","Aifm2","AIFM2_Aifm2"
"6928","TYSND1","Tysnd1","TYSND1_Tysnd1"
"6929","SAR1A","Sar1a","SAR1A_Sar1a"
"6930","PPA1","Ppa1","PPA1_Ppa1"
"6931","NPFFR1","Npffr1","NPFFR1_Npffr1"
"6932","LRRC20","Lrrc20","LRRC20_Lrrc20"
"6933","EIF4EBP2","Eif4ebp2","EIF4EBP2_Eif4ebp2"
"6934","PALD1","Pald1","PALD1_Pald1"
"6935","PRF1","Prf1","PRF1_Prf1"
"6936","ADAMTS14","Adamts14","ADAMTS14_Adamts14"
"6937","SGPL1","Sgpl1","SGPL1_Sgpl1"
"6938","PCBD1","Pcbd1","PCBD1_Pcbd1"
"6939","UNC5B","Unc5b","UNC5B_Unc5b"
"6940","SLC29A3","Slc29a3","SLC29A3_Slc29a3"
"6941","CDH23","Cdh23","CDH23_Cdh23"
"6942","VSIR","Vsir","VSIR_Vsir"
"6943","PSAP","Psap","PSAP_Psap"
"6944","CHST3","Chst3","CHST3_Chst3"
"6945","SPOCK2","Spock2","SPOCK2_Spock2"
"6946","ASCC1","Ascc1","ASCC1_Ascc1"
"6947","ANAPC16","Anapc16","ANAPC16_Anapc16"
"6948","DDIT4","Ddit4","DDIT4_Ddit4"
"6949","DNAJB12","Dnajb12","DNAJB12_Dnajb12"
"6950","MICU1","Micu1","MICU1_Micu1"
"6951","MCU","Mcu","MCU_Mcu"
"6952","PLA2G12B","Pla2g12b","PLA2G12B_Pla2g12b"
"6953","P4HA1","P4ha1","P4HA1_P4ha1"
"6954","NUDT13","Nudt13","NUDT13_Nudt13"
"6955","ECD","Ecd","ECD_Ecd"
"6956","FAM149B1","Fam149b","FAM149B1_Fam149b"
"6957","DNAJC9","Dnajc9","DNAJC9_Dnajc9"
"6958","MRPS16","Mrps16","MRPS16_Mrps16"
"6959","CFAP70","Cfap70","CFAP70_Cfap70"
"6960","ANXA7","Anxa7","ANXA7_Anxa7"
"6961","MSS51","Mss51","MSS51_Mss51"
"6962","PPP3CB","Ppp3cb","PPP3CB_Ppp3cb"
"6963","USP54","Usp54","USP54_Usp54"
"6964","MYOZ1","Myoz1","MYOZ1_Myoz1"
"6965","SYNPO2L","Synpo2l","SYNPO2L_Synpo2l"
"6966","FUT11","Fut11","FUT11_Fut11"
"6967","CHCHD1","Chchd1","CHCHD1_Chchd1"
"6968","ZSWIM8","Zswim8","ZSWIM8_Zswim8"
"6969","NDST2","Ndst2","NDST2_Ndst2"
"6970","CAMK2G","Camk2g","CAMK2G_Camk2g"
"6971","PLAU","Plau","PLAU_Plau"
"6972","VCL","Vcl","VCL_Vcl"
"6973","AP3M1","Ap3m1","AP3M1_Ap3m1"
"6974","ADK","Adk","ADK_Adk"
"6975","KAT6B","Kat6b","KAT6B_Kat6b"
"6976","SAMD8","Samd8","SAMD8_Samd8"
"6977","VDAC2","Vdac2","VDAC2_Vdac2"
"6978","COMTD1","Comtd1","COMTD1_Comtd1"
"6979","ZNF503","Zfp503","ZNF503_Zfp503"
"6980","LRMDA","Lrmda","LRMDA_Lrmda"
"6981","KCNMA1","Kcnma1","KCNMA1_Kcnma1"
"6982","DLG5","Dlg5","DLG5_Dlg5"
"6983","POLR3A","Polr3a","POLR3A_Polr3a"
"6984","ZMIZ1","Zmiz1","ZMIZ1_Zmiz1"
"6985","PPIF","Ppif","PPIF_Ppif"
"6986","ZCCHC24","Zcchc24","ZCCHC24_Zcchc24"
"6987","SFTPD","Sftpd","SFTPD_Sftpd"
"6988","TMEM254","Tmem254","TMEM254_Tmem254"
"6989","PLAC9","Plac9","PLAC9_Plac9"
"6990","ANXA11","Anxa11","ANXA11_Anxa11"
"6991","MAT1A","Mat1a","MAT1A_Mat1a"
"6992","DYDC1","Dydc1","DYDC1_Dydc1"
"6993","DYDC2","Dydc2","DYDC2_Dydc2"
"6994","PRXL2A","Prxl2a","PRXL2A_Prxl2a"
"6995","TSPAN14","Tspan14","TSPAN14_Tspan14"
"6996","SH2D4B","Sh2d4b","SH2D4B_Sh2d4b"
"6997","NRG3","Nrg3","NRG3_Nrg3"
"6998","GHITM","Ghitm","GHITM_Ghitm"
"6999","CDHR1","Cdhr1","CDHR1_Cdhr1"
"7000","CCSER2","Ccser2","CCSER2_Ccser2"
"7001","GRID1","Grid1","GRID1_Grid1"
"7002","WAPL","Wapl","WAPL_Wapl"
"7003","LDB3","Ldb3","LDB3_Ldb3"
"7004","BMPR1A","Bmpr1a","BMPR1A_Bmpr1a"
"7005","MMRN2","Mmrn2","MMRN2_Mmrn2"
"7006","SNCG","Sncg","SNCG_Sncg"
"7007","GLUD1","Glud1","GLUD1_Glud1"
"7008","SHLD2","Shld2","SHLD2_Shld2"
"7009","MINPP1","Minpp1","MINPP1_Minpp1"
"7010","PAPSS2","Papss2","PAPSS2_Papss2"
"7011","ATAD1","Atad1","ATAD1_Atad1"
"7012","PTEN","Pten","PTEN_Pten"
"7013","RNLS","Rnls","RNLS_Rnls"
"7014","ANKRD22","Ankrd22","ANKRD22_Ankrd22"
"7015","STAMBPL1","Stambpl1","STAMBPL1_Stambpl1"
"7016","ACTA2","Acta2","ACTA2_Acta2"
"7017","FAS","Fas","FAS_Fas"
"7018","CH25H","Ch25h","CH25H_Ch25h"
"7019","LIPA","Lipa","LIPA_Lipa"
"7020","IFIT2","Ifit2","IFIT2_Ifit2"
"7021","SLC16A12","Slc16a12","SLC16A12_Slc16a12"
