"symbol_mm","symbol_hs"
"Ilrun","ILRUN"
"Snrpc","SNRPC"
"Uhrf1bp1","UHRF1BP1"
"Taf11","TAF11"
"Anks1","ANKS1A"
"Tcp11","TCP11"
"Scube3","SCUBE3"
"Zfp523","ZNF76"
"Def6","DEF6"
"Ppard","PPARD"
"Fance","FANCE"
"Tead3","TEAD3"
"Tulp1","TULP1"
"Fkbp5","FKBP5"
"Srpk1","SRPK1"
"Slc26a8","SLC26A8"
"Mapk14","MAPK14"
"Mapk13","MAPK13"
"Brpf3","BRPF3"
"Pnpla1","PNPLA1"
"Kctd20","KCTD20"
"Stk38","STK38"
"Srsf3","SRSF3"
"Cdkn1a","CDKN1A"
"Rab44","RAB44"
"Cpne5","CPNE5"
"Ppil1","PPIL1"
"BC004004","C6orf89"
"Pi16","PI16"
"Mtch1","MTCH1"
"Fgd2","FGD2"
"Pim1","PIM1"
"Gm17657","TMEM217B"
"Tbc1d22b","TBC1D22B"
"Rnf8","RNF8"
"Cmtr1","CMTR1"
"Ccdc167","CCDC167"
"Mdga1","MDGA1"
"Zfand3","ZFAND3"
"Btbd9","BTBD9"
"Glo1","GLO1"
"Dnah8","DNAH8"
"Glp1r","GLP1R"
"Abcg1","ABCG1"
"Tff2","TFF2"
"Tff1","TFF1"
"Ubash3a","UBASH3A"
"Rsph1","RSPH1"
"Slc37a1","SLC37A1"
"Pde9a","PDE9A"
"Wdr4","WDR4"
"Ndufv3","NDUFV3"
"Pknox1","PKNOX1"
"Cbs","CBS"
"U2af1","U2AF1"
"Cryaa","CRYAA"
"Sik1","SIK1"
"Hsf2bp","HSF2BP"
"Rrp1b","RRP1B"
"Notch3","NOTCH3"
"Ephx3","EPHX3"
"Brd4","BRD4"
"Akap8","AKAP8"
"Akap8l","AKAP8L"
"Wiz","WIZ"
"Rasal3","RASAL3"
"Pglyrp2","PGLYRP2"
"Cyp4f39","CYP4F22"
"Cyp4f15","CYP4F2"
"Zfp763","ZNF778"
"Actl9","ACTL9"
"Adamts10","ADAMTS10"
"Myo1f","MYO1F"
"Zfp414","ZNF414"
"Pram1","PRAM1"
"Hnrnpm","HNRNPM"
"Rab11b","RAB11B"
"Angptl4","ANGPTL4"
"Kank3","KANK3"
"Ndufa7","NDUFA7"
"Cd320","CD320"
"Smim40","SMIM40"
"Daxx","DAXX"
"Tapbp","TAPBP"
"Zbtb22","ZBTB22"
"Rgl2","RGL2"
"Pfdn6","PFDN6"
"Wdr46","WDR46"
"B3galt4","B3GALT4"
"Vps52","VPS52"
"Ring1","RING1"
"H2-Ke6","HSD17B8"
"Slc39a7","SLC39A7"
"Rxrb","RXRB"
"Col11a2","COL11A2"
"H2-Oa","HLA-DOA"
"Brd2","BRD2"
"H2-DMa","HLA-DMA"
"Psmb9","PSMB9"
"Tap1","TAP1"
"Psmb8","PSMB8"
"Tap2","TAP2"
"H2-Ob","HLA-DOB"
"Btnl2","BTNL2"
"BC051142","TSBP1"
"Gpsm3","GPSM3"
"Pbx2","PBX2"
"Ager","AGER"
"Rnf5","RNF5"
"Agpat1","AGPAT1"
"Egfl8","EGFL8"
"Ppt2","PPT2"
"Prrt1","PRRT1"
"Fkbpl","FKBPL"
"Atf6b","ATF6B"
"Tnxb","TNXB"
"Stk19","STK19"
"Dxo","DXO"
"Skiv2l","SKIV2L"
"Nelfe","NELFE"
"Cfb","CFB"
"C2","C2"
"Zbtb12","ZBTB12"
"Ehmt2","EHMT2"
"Slc44a4","SLC44A4"
"Neu1","NEU1"
"Hspa1l","HSPA1L"
"Lsm2","LSM2"
"Vars","VARS1"
"Vwa7","VWA7"
"Sapcd1","SAPCD1"
"Msh5","MSH5"
"Clic1","CLIC1"
"Ddah2","DDAH2"
"Mpig6b","MPIG6B"
"Ly6g6c","LY6G6C"
"Ly6g6d","LY6G6D"
"Abhd16a","ABHD16A"
"Ly6g5b","LY6G5B"
"Csnk2b","CSNK2B"
"Gpank1","GPANK1"
"D17H6S53E","C6orf47"
"Apom","APOM"
"Bag6","BAG6"
"Prrc2a","PRRC2A"
"Aif1","AIF1"
"Lst1","LST1"
"Ltb","LTB"
"Tnf","TNF"
"Lta","LTA"
"Nfkbil1","NFKBIL1"
"Atp6v1g2","ATP6V1G2"
"Ddx39b","DDX39B"
"Tcf19","TCF19"
"Cchcr1","CCHCR1"
"Psors1c2","PSORS1C2"
"Cdsn","CDSN"
"Mucl3","MUCL3"
"Vars2","VARS2"
"Gtf2h4","GTF2H4"
"Ddr1","DDR1"
"Ier3","IER3"
"Flot1","FLOT1"
"Tubb5","TUBB"
"Mdc1","MDC1"
"Nrm","NRM"
"Ppp1r18","PPP1R18"
"Dhx16","DHX16"
"2310061I04Rik","C6orf136"
"Atat1","ATAT1"
"Mrps18b","MRPS18B"
"Ppp1r10","PPP1R10"
"Abcf1","ABCF1"
"Prr3","PRR3"
"Gnl1","GNL1"
"Rpp21","RPP21"
"Trim39","TRIM39"
"Trim26","TRIM26"
"Trim15","TRIM15"
"Trim10","TRIM10"
"Rnf39","RNF39"
"Ppp1r11","PPP1R11"
"Zfp57","ZFP57"
"Gabbr1","GABBR1"
"Ubd","UBD"
"Crisp3","CRISP3"
"9130008F23Rik","C6orf141"
"Cenpq","CENPQ"
"Mmut","MMUT"
"Cd2ap","CD2AP"
"Tnfrsf21","TNFRSF21"
"Adgrf5","ADGRF5"
"Ankrd66","ANKRD66"
"Pla2g7","PLA2G7"
"Slc25a27","SLC25A27"
"Cyp39a1","CYP39A1"
"Rcan2","RCAN2"
"Enpp5","ENPP5"
"Enpp4","ENPP4"
"Clic5","CLIC5"
"Runx2","RUNX2"
"Supt3","SUPT3H"
"Cdc5l","CDC5L"
"Spats1","SPATS1"
"Aars2","AARS2"
"Tcte1","TCTE1"
"Tmem151b","TMEM151B"
"Nfkbie","NFKBIE"
"Slc35b2","SLC35B2"
"Hsp90ab1","HSP90AB1"
"Slc29a1","SLC29A1"
"Capn11","CAPN11"
"Tmem63b","TMEM63B"
"Mrpl14","MRPL14"
"Vegfa","VEGFA"
"Mrps18a","MRPS18A"
"Rsph9","RSPH9"
"Mad2l1bp","MAD2L1BP"
"Gtpbp2","GTPBP2"
"Polh","POLH"
"Xpo5","XPO5"
"Polr1c","POLR1C"
"Yipf3","YIPF3"
"Lrrc73","LRRC73"
"Tjap1","TJAP1"
"Dlk2","DLK2"
"Abcc10","ABCC10"
"Zfp318","ZNF318"
"Crip3","CRIP3"
"Ttbk1","TTBK1"
"Dnph1","DNPH1"
"Cul9","CUL9"
"Srf","SRF"
"Ptk7","PTK7"
"Klc4","KLC4"
"Mrpl2","MRPL2"
"Cul7","CUL7"
"Rrp36","RRP36"
"Klhdc3","KLHDC3"
"Mea1","MEA1"
"Ppp2r5d","PPP2R5D"
"Pex6","PEX6"
"Gnmt","GNMT"
"Cnpy3","CNPY3"
"Ptcra","PTCRA"
"2310039H08Rik","C6orf226"
"Bicral","BICRAL"
"Tbcc","TBCC"
"Ubr2","UBR2"
"Trerf1","TRERF1"
"Mrps10","MRPS10"
"Guca1b","GUCA1B"
"Guca1a","GUCA1A"
"AI661453","C6orf132"
"Taf8","TAF8"
"Ccnd3","CCND3"
"Bysl","BYSL"
"Med20","MED20"
"Usp49","USP49"
"Tomm6","TOMM6"
"Prickle4","PRICKLE4"
"Frs3","FRS3"
"Pgc","PGC"
"Tfeb","TFEB"
"Mdfi","MDFI"
"Foxp4","FOXP4"
"Trem1","TREM1"
"Treml4","TREML4"
"Treml2","TREML2"
"Trem2","TREM2"
"Treml1","TREML1"
"Nfya","NFYA"
"Oard1","OARD1"
"Apobec2","APOBEC2"
"Unc5cl","UNC5CL"
"Mocs1","MOCS1"
"Daam2","DAAM2"
"Kif6","KIF6"
"Rftn1","RFTN1"
"Plcl2","PLCL2"
"Tbc1d5","TBC1D5"
"Satb1","SATB1"
"Efhb","EFHB"
"Rab5a","RAB5A"
"Pp2d1","PP2D1"
"Kat2b","KAT2B"
"Sgo1","SGO1"
"Ebi3","EBI3"
"Yju2","YJU2"
"Shd","SHD"
"Stap2","STAP2"
"Mpnd","MPND"
"Sh3gl1","SH3GL1"
"Chaf1a","CHAF1A"
"Ubxn6","UBXN6"
"Hdgfl2","HDGFL2"
"Plin4","PLIN4"
"Plin5","PLIN5"
"Lrg1","LRG1"
"Sema6b","SEMA6B"
"Tnfaip8l1","TNFAIP8L1"
"Mydgf","MYDGF"
"Dpp9","DPP9"
"Fem1a","FEM1A"
"Ticam1","TICAM1"
"Plin3","PLIN3"
"Uhrf1","UHRF1"
"Kdm4b","KDM4B"
"Ptprs","PTPRS"
"Safb2","SAFB2"
"Safb","SAFB"
"Micos13","MICOS13"
"Lonp1","LONP1"
"Catsperd","CATSPERD"
"Ranbp3","RANBP3"
"Vmac","VMAC"
"Ndufa11","NDUFA11"
"Nrtn","NRTN"
"Dus3l","DUS3L"
"Prr22","PRR22"
"Rfx2","RFX2"
"Mllt1","MLLT1"
"Clpp","CLPP"
"Alkbh7","ALKBH7"
"Gtf2f1","GTF2F1"
"Khsrp","KHSRP"
"Slc25a23","SLC25A23"
"Crb3","CRB3"
"Dennd1c","DENND1C"
"Tubb4a","TUBB4A"
"Tnfsf9","TNFSF9"
"Tnfsf14","TNFSF14"
"C3","C3"
"Gpr108","GPR108"
"Trip10","TRIP10"
"Vav1","VAV1"
"Adgre1","ADGRE1"
"Nudt12","NUDT12"
"Efna5","EFNA5"
"Fbxl17","FBXL17"
"Fer","FER"
"Pja2","PJA2"
"Man2a1","MAN2A1"
"Tmem232","TMEM232"
"Vapa","VAPA"
"Rab31","RAB31"
"Ppp4r1","PPP4R1"
"Ralbp1","RALBP1"
"Twsg1","TWSG1"
"Ankrd12","ANKRD12"
"Ndufv2","NDUFV2"
"Ddx11","DDX11"
"Mtcl1","MTCL1"
"Rab12","RAB12"
"Ptprm","PTPRM"
"Lama1","LAMA1"
"Arhgap28","ARHGAP28"
"Epb41l3","EPB41L3"
"Zbtb14","ZBTB14"
"Dlgap1","DLGAP1"
"Tgif1","TGIF1"
"Myl12b","MYL12B"
"Myl12a","MYL12A"
"Myom1","MYOM1"
"Lpin2","LPIN2"
"Emilin2","EMILIN2"
"Smchd1","SMCHD1"
"Ndc80","NDC80"
"Spdya","SPDYA"
"Wdr43","WDR43"
"Togaram2","TOGARAM2"
"Pcare","PCARE"
"Clip4","CLIP4"
"Ypel5","YPEL5"
"Lbh","LBH"
"Lclat1","LCLAT1"
"Capn13","CAPN13"
"Galnt14","GALNT14"
"Ehd3","EHD3"
"Xdh","XDH"
"Memo1","MEMO1"
"Dpy30","DPY30"
"Spast","SPAST"
"Slc30a6","SLC30A6"
"Nlrc4","NLRC4"
"Yipf4","YIPF4"
"Birc6","BIRC6"
"Ttc27","TTC27"
"Ltbp1","LTBP1"
"Rasgrp3","RASGRP3"
"Fam98a","FAM98A"
"Crim1","CRIM1"
"Fez2","FEZ2"
"Vit","VIT"
"Strn","STRN"
"Heatr5b","HEATR5B"
"Gpatch11","GPATCH11"
"Eif2ak2","EIF2AK2"
"Cebpzos","CEBPZOS"
"Cebpz","CEBPZ"
"Ndufaf7","NDUFAF7"
"Prkd3","PRKD3"
"Qpct","QPCT"
"Cdc42ep3","CDC42EP3"
"Rmdn2","RMDN2"
"Cyp1b1","CYP1B1"
"Atl2","ATL2"
"Hnrnpll","HNRNPLL"
"Galm","GALM"
"Srsf7","SRSF7"
"Gemin6","GEMIN6"
"Dhx57","DHX57"
"Morn2","MORN2"
"Arhgef33","ARHGEF33"
"Sos1","SOS1"
"Cdkl4","CDKL4"
"Map4k3","MAP4K3"
"Tmem178","TMEM178A"
"Thumpd2","THUMPD2"
"Slc8a1","SLC8A1"
"Pkdcc","PKDCC"
"Eml4","EML4"
"Cox7a2l","COX7A2L"
"Mta3","MTA3"
"Haao","HAAO"
"Zfp36l2","ZFP36L2"
"Thada","THADA"
"Plekhh2","PLEKHH2"
"Dync2li1","DYNC2LI1"
"Lrpprc","LRPPRC"
"Ppm1b","PPM1B"
"Slc3a1","SLC3A1"
"Prepl","PREPL"
"Camkmt","CAMKMT"
"Srbd1","SRBD1"
"Prkce","PRKCE"
"Epas1","EPAS1"
"Rhoq","RHOQ"
"Pigf","PIGF"
"Cript","CRIPT"
"Socs5","SOCS5"
"Mcfd2","MCFD2"
"Ttc7","TTC7A"
"Epcam","EPCAM"
"Msh2","MSH2"
"Kcnk12","KCNK12"
"Msh6","MSH6"
"Fbxo11","FBXO11"
"Foxn2","FOXN2"
"Ppp1r21","PPP1R21"
"Ston1","STON1"
"Nrxn1","NRXN1"
"Adcyap1","ADCYAP1"
"Mettl4","METTL4"
"Crem","CREM"
"Cul2","CUL2"
"Bambi","BAMBI"
"Map3k8","MAP3K8"
"Mtpap","MTPAP"
"Jcad","JCAD"
"Svil","SVIL"
"Zfp438","ZNF438"
"Zeb1","ZEB1"
"Arhgap12","ARHGAP12"
"Kif5b","KIF5B"
"Epc1","EPC1"
"Rab18","RAB18"
"Mkx","MKX"
"Mpp7","MPP7"
"Wac","WAC"
"Fzd8","FZD8"
"Ccny","CCNY"
"Colec12","COLEC12"
"Thoc1","THOC1"
"Usp14","USP14"
"Rock1","ROCK1"
"Greb1l","GREB1L"
"Esco1","ESCO1"
"Snrpd1","SNRPD1"
"Abhd3","ABHD3"
"Mib1","MIB1"
"Gata6","GATA6"
"Rbbp8","RBBP8"
"Cables1","CABLES1"
"Tmem241","TMEM241"
"Riok3","RIOK3"
"Rmc1","RMC1"
"Npc1","NPC1"
"Ankrd29","ANKRD29"
"Lama3","LAMA3"
"Ttc39c","TTC39C"
"Cabyr","CABYR"
"Osbpl1a","OSBPL1A"
"Impact","IMPACT"
"Zfp521","ZNF521"
"Ss18","SS18"
"Psma8","PSMA8"
"Taf4b","TAF4B"
"Kctd1","KCTD1"
"Aqp4","AQP4"
"Cdh2","CDH2"
"Dsc2","DSC2"
"Dsg2","DSG2"
"B4galt6","B4GALT6"
"Trappc8","TRAPPC8"
"Rnf125","RNF125"
"Rnf138","RNF138"
"Garem1","GAREM1"
"Klhl14","KLHL14"
"Asxl3","ASXL3"
"Dtna","DTNA"
"Mapre2","MAPRE2"
"Zfp397","ZNF397"
"Zfp24","ZNF24"
"Ino80c","INO80C"
"Galnt1","GALNT1"
"2700062C07Rik","C18orf21"
"Rprd1a","RPRD1A"
"Slc39a6","SLC39A6"
"Elp2","ELP2"
"Mocos","MOCOS"
"Fhod3","FHOD3"
"Tpgs2","TPGS2"
"AW554918","KIAA1328"
"Celf4","CELF4"
"Pik3c3","PIK3C3"
"Slc25a46","SLC25A46"
"Sap130","SAP130"
"Ammecr1l","AMMECR1L"
"Polr2d","POLR2D"
"Wdr33","WDR33"
"Sft2d3","SFT2D3"
"Lims2","LIMS2"
"Iws1","IWS1"
"Map3k2","MAP3K2"
"Ercc3","ERCC3"
"Bin1","BIN1"
"Gypc","GYPC"
"Tslp","TSLP"
"Wdr36","WDR36"
"Camk4","CAMK4"
"Stard4","STARD4"
"Nrep","NREP"
"Epb41l4a","EPB41L4A"
"Apc","APC"
"Srp19","SRP19"
"Reep5","REEP5"
"Pkd2l2","PKD2L2"
"Fam13b","FAM13B"
"Nme5","NME5"
"Brd8","BRD8"
"Kif20a","KIF20A"
"Cdc23","CDC23"
"Gfra3","GFRA3"
"Cdc25c","CDC25C"
"Fam53c","FAM53C"
"Kdm3b","KDM3B"
"Reep2","REEP2"
"Egr1","EGR1"
"Etf1","ETF1"
"Hspa9","HSPA9"
"Ctnna1","CTNNA1"
"Sil1","SIL1"
"Matr3","MATR3"
"Paip2","PAIP2"
"Slc23a1","SLC23A1"
"Mzb1","MZB1"
"Prob1","PROB1"
"Spata24","SPATA24"
"Dnajc18","DNAJC18"
"1700066B19Rik","SMIM33"
"Ecscr","ECSCR"
"Ube2d2a","UBE2D2"
"Cxxc5","CXXC5"
"Psd2","PSD2"
"Nrg2","NRG2"
"Pura","PURA"
"Igip","IGIP"
"Cystm1","CYSTM1"
"Pfdn1","PFDN1"
"Hbegf","HBEGF"
"Slc4a9","SLC4A9"
"Ankhd1","ANKHD1"
"Eif4ebp3","EIF4EBP3"
"Sra1","SRA1"
"Apbb3","APBB3"
"Slc35a4","SLC35A4"
"Cd14","CD14"
"Tmco6","TMCO6"
"Ndufa2","NDUFA2"
"Ik","IK"
"Wdr55","WDR55"
"Dnd1","DND1"
"Hars","HARS1"
"Hars2","HARS2"
"Zmat2","ZMAT2"
"Pcdhb3","PCDHB3"
"Pcdhb13","PCDHB6"
"Pcdhb15","PCDHB7"
"Pcdhb16","PCDHB13"
"Pcdhb17","PCDHB16"
"Pcdhb20","PCDHB14"
"Pcdhb22","PCDHB15"
"Slc25a2","SLC25A2"
"Taf7","TAF7"
"Pcdhga1","PCDHGA1"
"Pcdhga4","PCDHGA4"
"Pcdhgb2","PCDHGB2"
"Pcdhga7","PCDHGA7"
"Pcdhgb5","PCDHGB5"
"Pcdhga12","PCDHGA12"
"Pcdhgc3","PCDHGC3"
"Pcdhgc4","PCDHGC4"
"Pcdhgc5","PCDHGC5"
"Diaph1","DIAPH1"
"Hdac3","HDAC3"
"Rell2","RELL2"
"Fchsd1","FCHSD1"
"Arap3","ARAP3"
"Pcdh1","PCDH1"
"Dele1","DELE1"
"Pcdh12","PCDH12"
"Rnf14","RNF14"
"Gnpda1","GNPDA1"
"Ndfip1","NDFIP1"
"Spry4","SPRY4"
"Fgf1","FGF1"
"Arhgap26","ARHGAP26"
"Nr3c1","NR3C1"
"Yipf5","YIPF5"
"Prelid2","PRELID2"
"Sh3rf2","SH3RF2"
"Lars","LARS1"
"Rbm27","RBM27"
"Tcerg1","TCERG1"
"Ppp2r2b","PPP2R2B"
"Stk32a","STK32A"
"Dpysl3","DPYSL3"
"Spink1","SPINK1"
"Scgb3a2","SCGB3A2"
"Spink5","SPINK5"
"Dcp2","DCP2"
"Mcc","MCC"
"Ythdc2","YTHDC2"
"Kcnn2","KCNN2"
"Trim36","TRIM36"
"Pggt1b","PGGT1B"
"Ccdc112","CCDC112"
"Fem1c","FEM1C"
"Tmed7","TMED7"
"Eif1a","EIF1AY"
"Cdo1","CDO1"
"Atg12","ATG12"
"Ap3s1","AP3S1"
"Lvrn","LVRN"
"Commd10","COMMD10"
"Sema6a","SEMA6A"
"Dtwd2","DTWD2"
"Dmxl1","DMXL1"
"Tnfaip8","TNFAIP8"
"Hsd17b4","HSD17B4"
"Prr16","PRR16"
"Srfbp1","SRFBP1"
"Lox","LOX"
"Zfp474","ZNF474"
"Sncaip","SNCAIP"
"Snx2","SNX2"
"Snx24","SNX24"
"Ppic","PPIC"
"Prdm6","PRDM6"
"Cep120","CEP120"
"Csnk1g3","CSNK1G3"
"Zfp608","ZNF608"
"Gramd3","GRAMD2B"
"Aldh7a1","ALDH7A1"
"Phax","PHAX"
"Lmnb1","LMNB1"
"C330018D20Rik","C5orf63"
"Megf10","MEGF10"
"Prrc1","PRRC1"
"Ctxn3","CTXN3"
"Slc12a2","SLC12A2"
"Fbn2","FBN2"
"Slc27a6","SLC27A6"
"Isoc1","ISOC1"
"Adamts19","ADAMTS19"
"Minar2","MINAR2"
"Chsy3","CHSY3"
"Smim3","SMIM3"
"Dctn4","DCTN4"
"Rbm22","RBM22"
"Synpo","SYNPO"
"Ndst1","NDST1"
"Cd74","CD74"
"Tcof1","TCOF1"
"Arsi","ARSI"
"Camk2a","CAMK2A"
"Slc6a7","SLC6A7"
"Pdgfrb","PDGFRB"
"Csf1r","CSF1R"
"Hmgxb3","HMGXB3"
"Slc26a2","SLC26A2"
"Pde6a","PDE6A"
"Ppargc1b","PPARGC1B"
"Arhgef37","ARHGEF37"
"Csnk1a1","CSNK1A1"
"Il17b","IL17B"
"Pcyox1l","PCYOX1L"
"Grpel2","GRPEL2"
"Afap1l1","AFAP1L1"
"Ablim3","ABLIM3"
"Sh3tc2","SH3TC2"
"Adrb2","ADRB2"
"Htr4","HTR4"
"Fbxo38","FBXO38"
"Spink10","SPINK9"
"Apcdd1","APCDD1"
"Napg","NAPG"
"Piezo2","PIEZO2"
"Txnl1","TXNL1"
"Wdr7","WDR7"
"St8sia3","ST8SIA3"
"Fech","FECH"
"Nars","NARS1"
"Atp8b1","ATP8B1"
"Nedd4l","NEDD4L"
"Alpk2","ALPK2"
"Malt1","MALT1"
"Zfp532","ZNF532"
"Sec11c","SEC11C"
"Grp","GRP"
"Rax","RAX"
"Lman1","LMAN1"
"Ccbe1","CCBE1"
"Pmaip1","PMAIP1"
"Gnal","GNAL"
"Chmp1b","CHMP1B"
"Mppe1","MPPE1"
"Impa2","IMPA2"
"Cidea","CIDEA"
"Tubb6","TUBB6"
"Afg3l2","AFG3L2"
"Spire1","SPIRE1"
"Cep76","CEP76"
"Psmg2","PSMG2"
"Ptpn2","PTPN2"
"Seh1l","SEH1L"
"Cep192","CEP192"
"Ldlrad4","LDLRAD4"
"Fam210a","FAM210A"
"Rnmt","RNMT"
"Mc5r","MC5R"
"Tcf4","TCF4"
"Ccdc68","CCDC68"
"Rab27b","RAB27B"
"4930503L19Rik","C18orf54"
"Stard6","STARD6"
"Poli","POLI"
"Mbd2","MBD2"
"Mex3c","MEX3C"
"Smad4","SMAD4"
"Elac1","ELAC1"
"Me2","ME2"
"Mapk4","MAPK4"
"Ska1","SKA1"
"Cxxc1","CXXC1"
"Mbd1","MBD1"
"Myo5b","MYO5B"
"Acaa2","ACAA2"
"Lipg","LIPG"
"BC031181","C18orf32"
"Dym","DYM"
"Smad7","SMAD7"
"Ctif","CTIF"
"Zbtb7c","ZBTB7C"
"Smad2","SMAD2"
"Hdhd2","HDHD2"
"Katnal2","KATNAL2"
"Pias2","PIAS2"
"Rnf165","RNF165"
"8030462N17Rik","C18orf25"
"Haus1","HAUS1"
"Atp5a1","ATP5F1A"
"Pstpip2","PSTPIP2"
"Epg5","EPG5"
"Slc14a1","SLC14A1"
"Slc14a2","SLC14A2"
"Setbp1","SETBP1"
"Pard6g","PARD6G"
"Adnp2","ADNP2"
"Rbfa","RBFA"
"Txnl4a","TXNL4A"
"Hsbp1l1","HSBP1L1"
"Kcng2","KCNG2"
"Ctdp1","CTDP1"
"Nfatc1","NFATC1"
"Atp9b","ATP9B"
"Mbp","MBP"
"Zfp236","ZNF236"
"Zfp516","ZNF516"
"Tshz1","TSHZ1"
"Zadh2","PTGR3"
"Zfp407","ZNF407"
"Cndp2","CNDP2"
"Cyb5a","CYB5A"
"Fbxo15","FBXO15"
"Timm21","TIMM21"
"Neto1","NETO1"
"Socs6","SOCS6"
"Rttn","RTTN"
"Cd226","CD226"
"Tmx3","TMX3"
"Ighmbp2","IGHMBP2"
"Mrpl21","MRPL21"
"Cpt1a","CPT1A"
"Tesmin","TESMIN"
"Gal","GAL"
"Ppp6r3","PPP6R3"
"Lrp5","LRP5"
"1810055G02Rik","C11orf24"
"Kmt5b","KMT5B"
"Chka","CHKA"
"Tcirg1","TCIRG1"
"Ndufs8","NDUFS8"
"Aldh3b1","ALDH3B1"
"Unc93b1","UNC93B1"
"Aldh3b2","ALDH3B2"
"Acy3","ACY3"
"Ndufv1","NDUFV1"
"Cabp2","CABP2"
"Cdk2ap2","CDK2AP2"
"Pitpnm1","PITPNM1"
"Aip","AIP"
"Tmem134","TMEM134"
"Cabp4","CABP4"
"Coro1b","CORO1B"
"Ptprcap","PTPRCAP"
"Carns1","CARNS1"
"Tbc1d10c","TBC1D10C"
"Ppp1ca","PPP1CA"
"Rad9a","RAD9A"
"Clcf1","CLCF1"
"Pold4","POLD4"
"Ssh3","SSH3"
"Ankrd13d","ANKRD13D"
"Grk2","GRK2"
"Kdm2a","KDM2A"
"Rhod","RHOD"
"Syt12","SYT12"
"Pcx","PC"
"Lrfn4","LRFN4"
"Rce1","RCE1"
"Gm960","C11orf80"
"Sptbn2","SPTBN2"
"Rbm4b","RBM4B"
"Rbm4","RBM4"
"Rbm14","RBM14"
"Ccs","CCS"
"Ccdc87","CCDC87"
"Ctsf","CTSF"
"Actn3","ACTN3"
"Zdhhc24","ZDHHC24"
"Bbs1","BBS1"
"Dpp3","DPP3"
"Peli3","PELI3"
"Mrpl11","MRPL11"
"Npas4","NPAS4"
"Slc29a2","SLC29A2"
"B4gat1","B4GAT1"
"Brms1","BRMS1"
"Rin1","RIN1"
"Cd248","CD248"
"Tmem151a","TMEM151A"
"Yif1a","YIF1A"
"Cnih2","CNIH2"
"Rab1b","RAB1B"
"Klc2","KLC2"
"Pacs1","PACS1"
"Sf3b2","SF3B2"
"Cst6","CST6"
"Banf1","BANF1"
"Eif1ad","EIF1AD"
"Sart1","SART1"
"Drap1","DRAP1"
"AI837181","C11orf68"
"Fosl1","FOSL1"
"Ccdc85b","CCDC85B"
"Fibp","FIBP"
"Ctsw","CTSW"
"Efemp2","EFEMP2"
"Mus81","MUS81"
"Snx32","SNX32"
"Ovol1","OVOL1"
"Ap5b1","AP5B1"
"Rnaseh2c","RNASEH2C"
"Kat5","KAT5"
"Rela","RELA"
"Sipa1","SIPA1"
"Pcnx3","PCNX3"
"Map3k11","MAP3K11"
"Kcnk7","KCNK7"
"Ehbp1l1","EHBP1L1"
"Fam89b","FAM89B"
"Znrd2","ZNRD2"
"Ltbp3","LTBP3"
"Scyl1","SCYL1"
"Frmd8","FRMD8"
"Slc25a45","SLC25A45"
"Tigd3","TIGD3"
"Dpf2","DPF2"
"Cdc42ep2","CDC42EP2"
"Pola2","POLA2"
"Capn1","CAPN1"
"Syvn1","SYVN1"
"Mrpl49","MRPL49"
"Fau","FAU"
"Znhit2","ZNHIT2"
"Tm7sf2","TM7SF2"
"Vps51","VPS51"
"Zfpl1","ZFPL1"
"Cdca5","CDCA5"
"Sac3d1","SAC3D1"
"Snx15","SNX15"
"Arl2","ARL2"
"Batf2","BATF2"
"Majin","MAJIN"
"Gpha2","GPHA2"
"Ppp2r5b","PPP2R5B"
"Atg2a","ATG2A"
"Ehd1","EHD1"
"Cdc42bpg","CDC42BPG"
"Men1","MEN1"
"Map4k2","MAP4K2"
"Sf1","SF1"
"Pygm","PYGM"
"Rasgrp2","RASGRP2"
"Nrxn2","NRXN2"
"Ccdc88b","CCDC88B"
"Prdx5","PRDX5"
"Trmt112","TRMT112"
"Esrra","ESRRA"
"Kcnk4","KCNK4"
"Gpr137","GPR137"
"Bad","BAD"
"Plcb3","PLCB3"
"Vegfb","VEGFB"
"Dnajc4","DNAJC4"
"Nudt22","NUDT22"
"Trpt1","TRPT1"
"Fermt3","FERMT3"
"Stip1","STIP1"
"Macrod1","MACROD1"
"Otub1","OTUB1"
"Cox8a","COX8A"
"Naa40","NAA40"
"Rcor2","RCOR2"
"Mark2","MARK2"
"Spindoc","SPINDOC"
"Rtn3","RTN3"
"Atl3","ATL3"
"Plaat3","PLAAT3"
"Lgals12","LGALS12"
"Chrm1","CHRM1"
"Slc3a2","SLC3A2"
"Wdr74","WDR74"
"1700092M07Rik","TEX54"
"Stx5a","STX5"
"Nxf1","NXF1"
"Tmem223","TMEM223"
"Tmem179b","TMEM179B"
"Taf6l","TAF6L"
"Polr2g","POLR2G"
"Zbtb3","ZBTB3"
"Ttc9c","TTC9C"
"Hnrnpul2","HNRNPUL2"
"Gng3","GNG3"
"Bscl2","BSCL2"
"Lrrn4cl","LRRN4CL"
"Ubxn1","UBXN1"
"Uqcc3","UQCC3"
"1810009A15Rik","C11orf98"
"Ints5","INTS5"
"Ganab","GANAB"
"B3gat3","B3GAT3"
"Rom1","ROM1"
"Eml3","EML3"
"Mta2","MTA2"
"Tut1","TUT1"
"Eef1g","EEF1G"
"Ahnak","AHNAK"
"Scgb1a1","SCGB1A1"
"Asrgl1","ASRGL1"
"Incenp","INCENP"
"Fth1","FTH1"
"Best1","BEST1"
"Rab3il1","RAB3IL1"
